0,0,0,0,0,0,0,0,0,0,0,0
2147499023,2147494922,2147565650,2147669185,2147501072,2147678504,2147622003,2147663005,2147565670,2147540021,2147685579,2147522595
46310400,38890496,146223104,322963456,47194112,155625472,61890560,212989952,90203136,420517888,80970752,355561472
81838080,41079808,31744,42030080,139490304,16844800,13896704,61982720,18924544,31485952,4259840,97541120
284172288,221268992,99671040,23270400,35691520,58973184,16960512,326148096,178354176,163619840,185713664,171969536
18981888,43012096,784550912,71453696,101806080,92400640,188860416,55657472,169923584,34847744,140536832,1144832
121638912,276836352,61917184,50354176,44110848,45148160,194030592,59811840,134304768,1195377664,219307008,109184000
55585792,3152896,132363264,1424051200,1151371264,87227392,40916992,3339264,48267264,329395200,59862016,20973568
160583680,125946880,139487232,140529664,359687168,97539072,211897344,122908672,99896320,176472064,197167104,178345984
5264384,112325632,211889152,1154765824,1073152,22124544,80795648,26256384,184745984,60828672,109195264,191959040
25224192,221905052,80882688,56808448,23141376,31462400,68324352,67584,64040960,93369344,52523008,118667264
47321088,152201216,165906432,2541568,112352256,19959808,151552,12640256,10507264,118592512,37751808,16826368
7415808,53528576,33665024,12642304,1332915200,65259520,112247808,2226176,162535424,375454720,290472960,64015360
132344832,524383232,54611968,5302272,14772224,151062528,51407872,68172800,232793088,6505472,27272192,66071552
4311040,17882112,34685952,244458496,22114304,69632,54548480,18917376,77603840,92365824,9449472,27325440
45159424,171061248,90329088,1092018176,245452800,239284224,32775168,13672448,35990528,240261120,9621504,109107200
245371904,265389056,1117847552,144796672,67122176,130173952,174589084,65138688,43001856,76778496,148134912,8629248
41100288,211848192,27488256,544388096,3374080,29618176,31586304,98600960,143659008,128004096,76583936,51423232
3360084123,29599744,201348096,128979968,91239424,20988928,4350976,32552960,57794560,30644224,1167145984,7655424
198337536,333553664,43074560,61896704,129024000,35833856,98678784,40031232,338726912,371339264,49432576,15735808
32595968,9532416,73490432,132332544,8390656,79860736,28463104,194117632,86116352,26360832,259185664,9628672
3432448,3355483320,31469568,139559936,39947264,30509056,147866624,35751936,52689920,60918784,302103552,304134144
1330643968,107299840,96681984,46291968,138412032,54604800,1089503232,69369856,360966144,19039232,6293504,244371456
276894720,139516928,208764928,112429056,68247552,1156632576,221275136,65210368,288438272,401659904,5334016,35700736
50361344,108063744,263264256,5383168,153166848,31747072,14911488,32667648,92339200,103848960,137465856,8541184
21095424,50357248,183511040,33590272,96492544,3509248,49454080,117481472,3161088,157369344,172060672,141717504
85007360,57806848,5551104,60867584,96638976,21002240,27361280,21038080,15757312,20211712,46181376,47219712
22082560,7347200,53498880,361933824,282089472,22055936,267443200,100684800,9523200,74553344,202468352,51468288
151061504,45153280,57916416,34613248,19926016,238072832,3334144,54723584,87148544,33569792,156492800,324156416
244357120,29500416,64082944,100738048,270782464,233914368,117788672,27277312,13704192,58867712,66126848,26589184
24177664,245498880,102012928,62013440,111333376,52483072,12667904,142617600,3304448,5427200,14885888,100707328
17173504,96470016,134241280,198221824,190229504,66079744,203526144,112228352,2131968,1239468032,3402764462,3289088
165680128,3169280,178488320,401670144,11892736,50380800,131152896,50529280,202383360,446711808,162576384,138450944
27328512,199404544,199380992,2113536,224397312,16796672,136322048,11546624,46166016,142751744,19941376,17846272
